5,0,0,9
5,0,1,303
5,0,2,2
5,1,0,50
5,1,1,26
5,1,2,40
500,0,0,35
500,0,1,30
500,0,2,34
500,1,0,341
500,1,1,364
500,1,2,281
1000,0,0,46
1000,0,1,43
1000,0,2,41
1000,1,0,575
1000,1,1,562
1000,1,2,565
5000,0,0,222
5000,0,1,210
5000,0,2,240
5000,1,0,2780
5000,1,1,2897
5000,1,2,3093
10000,0,0,376
10000,0,1,455
10000,0,2,493
10000,1,0,5629
10000,1,1,6027
10000,1,2,5530
50000,0,0,1751
50000,0,1,2772
50000,0,2,2067
50000,1,0,28918
50000,1,1,28843
50000,1,2,31475
